Id,Name,Person_To,Date,Time,Message,Said_Yes,Said_No
6965,Jacob Sears,All Participants,"February 23, 2021",1:35:27 PM,yes,1,0
6966,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:35:28 PM,yes,1,0
6967,Rain Sung,All Participants,"February 23, 2021",1:35:28 PM,yes,1,0
6968,Aaron Alvarez,All Participants,"February 23, 2021",1:35:29 PM,yes,1,0
6969,Marc Larock,All Participants,"February 23, 2021",1:35:58 PM,sure,0,0
6970,Hamza Waseem,All Participants,"February 23, 2021",1:38:14 PM,done,0,0
6971,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:38:15 PM,done,0,0
6972,Marc Larock,All Participants,"February 23, 2021",1:38:37 PM,it's been a while. but yes,1,0
6973,Aaron Alvarez,All Participants,"February 23, 2021",1:38:40 PM,yes,1,0
6974,Sarah Jiang,All Participants,"February 23, 2021",1:38:41 PM,Im familiar with them ,0,0
6975,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:38:42 PM,yes,1,0
6976,Abtin Khodadadi,All Participants,"February 23, 2021",1:38:42 PM,I know regex.,0,0
6977,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:38:43 PM,could you provide an example?,0,0
6978,Marc Larock,All Participants,"February 23, 2021",1:40:14 PM,i think it do,0,0
6979,Hamza Waseem,All Participants,"February 23, 2021",1:40:16 PM,i do,0,0
6980,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:40:17 PM,yes,1,0
6981,Abtin Khodadadi,All Participants,"February 23, 2021",1:40:19 PM,yes,1,0
6982,Marc Larock,All Participants,"February 23, 2021",1:40:32 PM,got it,0,0
6983,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:41:09 PM,yes,1,0
6984,Hamza Waseem,All Participants,"February 23, 2021",1:41:12 PM,yes,1,0
6985,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:45:07 PM,do we have to close spark?,0,0
6986,Marc Larock,All Participants,"February 23, 2021",1:46:33 PM,yes,1,0
6987,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:46:39 PM,can you explain explode briefly?,0,0
6988,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:47:18 PM,ok ty,0,0
6989,Marc Larock,All Participants,"February 23, 2021",1:48:08 PM,yes,1,0
6990,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:48:11 PM,yes,1,0
6991,Hamza Waseem,All Participants,"February 23, 2021",1:48:12 PM,yes,1,0
6992,Aaron Alvarez,All Participants,"February 23, 2021",1:48:12 PM,yes,1,0
6993,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:48:13 PM,yes,1,0
6994,Jacob Sears,All Participants,"February 23, 2021",1:48:14 PM,yes,1,0
6995,Sarah Jiang,All Participants,"February 23, 2021",1:48:17 PM,yes,1,0
6996,Marc Larock,All Participants,"February 23, 2021",1:52:16 PM,yes,1,0
6997,Sarah Jiang,All Participants,"February 23, 2021",1:52:17 PM,yes,1,0
6998,Marc Larock,All Participants,"February 23, 2021",1:53:17 PM,counts of each word,0,0
6999,Sarah Jiang,All Participants,"February 23, 2021",1:53:20 PM,I got a table of words and counts,0,0
7000,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:53:37 PM,its loadin,0,0
7001,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:53:38 PM,pending,0,0
7002,Aaron Alvarez,All Participants,"February 23, 2021",1:53:41 PM,yes,1,0
7003,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:53:55 PM,yeah,0,0
7004,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:54:00 PM,yes,1,0
7005,Rain Sung,All Participants,"February 23, 2021",1:54:03 PM,can i see the code again,0,0
7006,Hamza Waseem,All Participants,"February 23, 2021",1:54:04 PM,yes,1,0
7007,Marc Larock,All Participants,"February 23, 2021",1:54:10 PM,did it count spaces?,0,0
7008,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:54:41 PM,whoops! seems like it counts contractions,0,0
7009,Neeraj K,All Participants,"February 23, 2021",1:56:01 PM,https://spark.apache.org/docs/latest/sql-ref-functions-builtin.html#aggregate-functions,0,0
7010,Hamza Waseem,All Participants,"February 23, 2021",1:56:39 PM,no questions,0,1
7011,Marc Larock,All Participants,"February 23, 2021",1:56:40 PM,no questions,0,1
7012,Sarah Jiang,All Participants,"February 23, 2021",1:56:40 PM,no questions,0,1
7013,Jacob Sears,All Participants,"February 23, 2021",1:56:42 PM,no questions,0,1
7014,Aaron Alvarez,All Participants,"February 23, 2021",1:56:43 PM,no questions,0,1
7015,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:56:44 PM,no questions,0,1
7016,Abtin Khodadadi,All Participants,"February 23, 2021",1:56:44 PM,no questions,0,1
7017,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:56:47 PM,no questiosns,0,1
7018,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:56:48 PM,no questions,0,1
7019,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:00:15 PM,yes,1,0
7020,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:00:32 PM,yes,1,0
7021,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",2:00:32 PM,yes,1,0
7022,Marc Larock,All Participants,"February 23, 2021",2:00:33 PM,yes,1,0
7023,Hamza Waseem,All Participants,"February 23, 2021",2:00:36 PM,yes,1,0
7024,Sarah Jiang,All Participants,"February 23, 2021",2:00:37 PM,yes,1,0
7025,Abtin Khodadadi,All Participants,"February 23, 2021",2:00:38 PM,yes,1,0
7026,Sarah Jiang,All Participants,"February 23, 2021",2:06:28 PM,What happens if you put False instead of True,0,0
7027,Sarah Jiang,All Participants,"February 23, 2021",2:06:53 PM,I see thanks!,0,0
7028,Jacob Sears,All Participants,"February 23, 2021",2:07:16 PM,yes,1,0
7029,Hamza Waseem,All Participants,"February 23, 2021",2:07:18 PM,yes,1,0
7030,Marc Larock,All Participants,"February 23, 2021",2:07:20 PM,yes,1,0
7031,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",2:07:21 PM,yes,1,0
7032,Abtin Khodadadi,All Participants,"February 23, 2021",2:07:22 PM,yes,1,0
7033,Neeraj K,All Participants,"February 23, 2021",2:07:27 PM,,0,0
7034,,,schema = StructType([\,,,,
7035,,,"StructField(""stationID"",StringType(), True),\",,,,
7036,,,"StructField(""date"", IntegerType(), True), \",,,,
7037,,,"StructField(""measure_type"", StringType(), True),\",,,,
7038,,,"StructField(""temperature"", FloatType(), True)])",,,,
7039,Marc Larock,All Participants,"February 23, 2021",2:09:46 PM,yes,1,0
7040,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",2:09:47 PM,yes,1,0
7041,Hamza Waseem,All Participants,"February 23, 2021",2:09:47 PM,yes,1,0
7042,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:09:47 PM,yes,1,0
7043,Jacob Sears,All Participants,"February 23, 2021",2:09:48 PM,yes,1,0
7044,Abtin Khodadadi,All Participants,"February 23, 2021",2:09:48 PM,yes,1,0
7045,Rain Sung,All Participants,"February 23, 2021",2:09:49 PM,yes,1,0
7046,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:12:13 PM,we get the two min temps,0,0
7047,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:12:38 PM,whats te ,0,0
7048,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:12:42 PM,type import again,0,0
7049,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:12:48 PM,it's saying mine doesnt exist,0,0
7050,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:12:53 PM,a,0,0
7051,Neeraj K,All Participants,"February 23, 2021",2:12:58 PM,from pyspark.sql import SparkSession,0,0
7052,,,from pyspark.sql import functions as func,,,,
7053,,,"from pyspark.sql.types import StructType, StructField, StringType, IntegerType, FloatType",,,,
7054,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:13:05 PM,thank you,0,0
7055,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:13:18 PM,me,0,0
7056,Marc Larock,All Participants,"February 23, 2021",2:13:19 PM,i did not. error,0,0
7057,Hamza Waseem,All Participants,"February 23, 2021",2:13:25 PM,got it,0,0
7058,Abtin Khodadadi,All Participants,"February 23, 2021",2:13:31 PM,cannot import StructFile,0,0
7059,Abtin Khodadadi,All Participants,"February 23, 2021",2:13:55 PM,oh thanks,0,0
7060,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",2:14:14 PM,got it,0,0
7061,Aaron Alvarez,All Participants,"February 23, 2021",2:14:29 PM,got it,0,0
7062,Abtin Khodadadi,All Participants,"February 23, 2021",2:14:42 PM,got it,0,0
7063,Marc Larock,All Participants,"February 23, 2021",2:14:50 PM,i'm getting an error. with strings,0,0
7064,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:15:55 PM,do you need screenshot,0,0
7065,Marc Larock,All Participants,"February 23, 2021",2:17:00 PM,can you pls take a look at mine?,0,0
7066,Marc Larock,All Participants,"February 23, 2021",2:17:22 PM,everything looks right to me,0,0
7067,Marc Larock,All Participants,"February 23, 2021",2:17:42 PM,07,0,0
7068,Marc Larock,All Participants,"February 23, 2021",2:17:50 PM,done,0,0
7069,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:17:55 PM,done,0,0
7070,Marc Larock,All Participants,"February 23, 2021",2:18:26 PM,should line 29 be stationID?,0,0
7071,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:18:31 PM,groupby station -> station,0,0
7072,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:18:32 PM,ID,0,0
7073,Leonardo A Lamboglia,All Participants,"February 23, 2021",2:18:32 PM,yeah,0,0
7074,Marc Larock,All Participants,"February 23, 2021",2:18:36 PM,yep,0,0
7075,Marc Larock,All Participants,"February 23, 2021",2:18:40 PM,line 29,0,0
7076,Marc Larock,All Participants,"February 23, 2021",2:18:46 PM,yes,1,0
7077,Marc Larock,All Participants,"February 23, 2021",2:18:49 PM,just saw it,0,0
7078,Marc Larock,All Participants,"February 23, 2021",2:19:15 PM,thanks,0,0
7079,Marc Larock,All Participants,"February 23, 2021",2:19:25 PM,thanks @Leo,0,0
7080,Sarah Jiang,All Participants,"February 23, 2021",2:19:30 PM,yes,1,0
7081,Hamza Waseem,All Participants,"February 23, 2021",2:19:30 PM,finished,0,0
7082,Abtin Khodadadi,All Participants,"February 23, 2021",2:19:30 PM,finished,0,0
7083,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",2:19:33 PM,finished,0,0
7084,Aaron Alvarez,All Participants,"February 23, 2021",2:19:36 PM,finished,0,0
7085,Sarah Jiang,All Participants,"February 23, 2021",2:20:40 PM,Im sorry what was the metric to measure popularity again?,0,0
7086,Marc Larock,All Participants,"February 23, 2021",2:20:41 PM,okay,0,0
7087,Rain Sung,All Participants,"February 23, 2021",2:21:40 PM,was it the second one that was movie id?,0,0
7088,Rain Sung,All Participants,"February 23, 2021",2:21:57 PM,thanks,0,0
7089,Abtin Khodadadi,All Participants,"February 23, 2021",2:46:06 PM,done,0,0
7090,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:46:08 PM,I'm stuck,0,0
7091,Marc Larock,All Participants,"February 23, 2021",2:46:23 PM,still trying to debug.,0,0
7092,Sarah Jiang,All Participants,"February 23, 2021",2:46:28 PM,for a .data file can use use the .csv to read it? ,0,0
7093,Abtin Khodadadi,All Participants,"February 23, 2021",2:47:45 PM,tab,0,0
7094,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",2:47:45 PM,spaces,0,0
7095,Hamza Waseem,All Participants,"February 23, 2021",2:47:46 PM,tab it,0,0
7096,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:47:49 PM,seperate by tab,0,0
7097,Sarah Jiang,All Participants,"February 23, 2021",2:48:41 PM,Thanks!,0,0
7098,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:48:44 PM,ty,0,0
7099,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",2:50:46 PM,done,0,0
7100,Aaron Alvarez,All Participants,"February 23, 2021",2:52:55 PM,what happens if you treat timestamp as a string?,0,0
7101,Marc Larock,All Participants,"February 23, 2021",2:53:02 PM,"done. just a screen shot, right?",0,0
7102,Neeraj K,All Participants,"February 23, 2021",2:53:35 PM,"it display as string, we aren't using it",0,0
7103,Neeraj K,All Participants,"February 23, 2021",2:53:48 PM,screen shot of the output and the .py file,0,0
7104,Marc Larock,All Participants,"February 23, 2021",2:53:54 PM,okay,0,0
7105,Aaron Alvarez,All Participants,"February 23, 2021",2:54:19 PM,"Yeah, I know, just wanted to know. Thanks",0,0
7106,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",2:56:00 PM,done,0,0
7107,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",2:56:14 PM,done,0,0
7108,Hamza Waseem,All Participants,"February 23, 2021",2:57:03 PM,done,0,0
7109,Marc Larock,All Participants,"February 23, 2021",3:02:26 PM,looks good,0,0
7110,Jacob Sears,All Participants,"February 23, 2021",3:03:17 PM,got it,0,0
7111,Marc Larock,All Participants,"February 23, 2021",3:03:44 PM,got it,0,0
7112,Hamza Waseem,All Participants,"February 23, 2021",3:03:47 PM,yes,1,0
7113,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:03:47 PM,yes,1,0
7114,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",3:03:48 PM,yes,1,0
7115,Aaron Alvarez,All Participants,"February 23, 2021",3:03:52 PM,yes,1,0
7116,Leonardo A Lamboglia,All Participants,"February 23, 2021",3:05:03 PM,what were the columns? customer day and amount spent?,0,0
7117,Neeraj K,All Participants,"February 23, 2021",3:05:06 PM,https://spark.apache.org/docs/latest/sql-ref-functions-builtin.html#aggregate-functions,0,0
7118,Leonardo A Lamboglia,All Participants,"February 23, 2021",3:05:20 PM,oh okay,0,0
7119,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:07:30 PM,so to confirm it is amount spent per customer id,0,0
7120,Neeraj K,All Participants,"February 23, 2021",3:07:43 PM,yes,1,0
7121,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:07:47 PM,ty,0,0
7122,Sarah Jiang,All Participants,"February 23, 2021",3:24:07 PM,for some reason both my custID and amountSpent both show up as null - do you know why that might be happening?,0,0
7123,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:24:18 PM,So we shouldn't use any reduce functions that we learned yesterday?,0,0
7124,Neeraj K,All Participants,"February 23, 2021",3:24:28 PM,nope,0,0
7125,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:24:36 PM,I'm having trouble finding the link you provided,0,0
7126,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:24:41 PM,about aggregate ,0,0
7127,Neeraj K,All Participants,"February 23, 2021",3:24:50 PM,yes,1,0
7128,Neeraj K,All Participants,"February 23, 2021",3:25:35 PM,https://spark.apache.org/docs/latest/sql-ref-functions-builtin.html,0,0
7129,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:31:46 PM,I got something but how do we verify if it is correct?,0,0
7130,Neeraj K,All Participants,"February 23, 2021",3:32:09 PM,another 5 mins,0,0
7131,Neeraj K,All Participants,"February 23, 2021",3:32:14 PM,I shall write the code,0,0
7132,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:32:28 PM,ok ty,0,0
7133,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:37:09 PM,done,0,0
7134,Aaron Alvarez,All Participants,"February 23, 2021",3:37:09 PM,done,0,0
7135,Abtin Khodadadi,All Participants,"February 23, 2021",3:37:10 PM,done,0,0
7136,Hamza Waseem,All Participants,"February 23, 2021",3:37:11 PM,done,0,0
7137,Rain Sung,All Participants,"February 23, 2021",3:37:11 PM,done,0,0
7138,Jacob Sears,All Participants,"February 23, 2021",3:37:13 PM,done,0,0
7139,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",3:37:13 PM,done,0,0
7140,Leonardo A Lamboglia,All Participants,"February 23, 2021",3:37:15 PM,done,0,0
7141,Sarah Jiang,All Participants,"February 23, 2021",3:37:29 PM,I would like it if you write it,0,0
7142,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:37:31 PM,compare,0,0
7143,Sarah Jiang,All Participants,"February 23, 2021",3:37:39 PM,That's fine too ,0,0
7144,Neeraj K,All Participants,"February 23, 2021",3:38:29 PM,https://forms.gle/jhud8vJWKvURRbuM9,0,0
7145,Leonardo A Lamboglia,All Participants,"February 23, 2021",3:40:26 PM,done,0,0
7146,Abtin Khodadadi,All Participants,"February 23, 2021",3:41:12 PM,done,0,0
7147,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:42:02 PM,done,0,0
7148,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",3:42:32 PM,done,0,0
7149,Hamza Waseem,All Participants,"February 23, 2021",3:42:59 PM,done,0,0
7150,Neeraj K,All Participants,"February 23, 2021",3:43:45 PM,https://drive.google.com/drive/u/0/folders/1Bo15Il0kSdGp8vjWemYEsEH8gh5U_iJA,0,0
7151,Sarah Jiang,All Participants,"February 23, 2021",3:44:31 PM,done,0,0
7152,Rain Sung,All Participants,"February 23, 2021",3:45:03 PM,done,0,0
7153,Marc Larock,All Participants,"February 23, 2021",3:45:26 PM,done,0,0
7154,Aaron Alvarez,All Participants,"February 23, 2021",3:45:27 PM,done,0,0
7155,Jacob Sears,All Participants,"February 23, 2021",3:45:28 PM,done with quiz,0,0
7156,Sarah Jiang,All Participants,"February 23, 2021",3:46:38 PM,yes,1,0
7157,Leonardo A Lamboglia,All Participants,"February 23, 2021",3:46:38 PM,yes,1,0
7158,Hamza Waseem,All Participants,"February 23, 2021",3:46:39 PM,yes,1,0
7159,Rain Sung,All Participants,"February 23, 2021",3:48:01 PM,so it is average friend count by age group?,0,0
7160,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:48:15 PM,"is what you did the in the line when you sum the amount spend the same as the sql command ""SELECT SUM(DISTINCT amount_spent) GROUP BY cust_id""?",0,0
7161,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:48:41 PM,"I wasn't sure about the ""DISTINCT""",0,0
7162,Neeraj K,All Participants,"February 23, 2021",3:49:15 PM,@Rain: yes,1,0
7163,Neeraj K,All Participants,"February 23, 2021",3:49:38 PM,@Miguel: no worries,0,1
7164,Neeraj K,All Participants,"February 23, 2021",3:50:00 PM,"you need to worry, if you have tried with any other alternate method ",0,0
7165,Neeraj K,All Participants,"February 23, 2021",3:50:03 PM,its acceptable,0,0
7166,Neeraj K,All Participants,"February 23, 2021",3:50:26 PM,there a million ways to do a thing and I appreciate your efforts :),0,0
7167,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",3:50:44 PM,ok sounds good,0,0
7168,Sarah Jiang,All Participants,"February 23, 2021",4:07:10 PM,if I accidentally forgot spark.stop() and ran my code is there anything I should do afterwards,0,0
7169,Neeraj K,All Participants,"February 23, 2021",4:08:01 PM,close the shell ,0,0
7170,Neeraj K,All Participants,"February 23, 2021",4:08:14 PM,and rewrite the stop,0,0
7171,Sarah Jiang,All Participants,"February 23, 2021",4:08:17 PM,got it thanks,0,0
7172,Neeraj K,All Participants,"February 23, 2021",4:08:19 PM,function,0,0
